eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,city,latitude,longitude,summary,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1,natlty1_txt,nperps,weaptype1,weaptype1_txt,weapdetail,nkill,nwound
201103050009,2011,3,5,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/05/2011: On Saturday, in Yarmouk neighborhood in Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a car carrying a government employee. The Sunni Endowment employee was killed and his two passengers were wounded in the blast. The vehicle was also damaged and no group claimed responsibility.",0,3,Bombing/Explosion,2,Government (General),18,"Government Personnel (excluding police, military)",A Sunni Endowment employee,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,2
201103090013,2011,3,9,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/09/2011: On Wednesday, on al-Qanah Street in Baghdad, Baghdad, Iraq, unknown assailants detonated a roadside improvised explosive device targeting an Army convoy carrying Brigadier Taha Mohammed, the director of the Iraqi Air Force Training Department. Mohammed was killed and two other soldiers were wounded in the blast. The amount of damage from the attack is unknown. No group claimed responsibility.",0,1,Assassination,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Brigadier Taha Mohammed,95,Iraq,-99,6,Explosives,An improvised explosive device was used in the attack.,1,2
201103090016,2011,3,9,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/09/2011: On Wednesday, in the al-Taji area of Baghdad, Baghdad, Iraq, a sticky improvised explosive device, attached to a civilian vehicle by unidentified militants, exploded and killed the driver. The amount of damage from the attack is unknown and no group claimed responsibility.",0,3,Bombing/Explosion,14,Private Citizens & Property,73,Vehicles/Transportation,A civilian vehicle,95,Iraq,-99,6,Explosives,An improvised explosive device was used in the attack.,1,0
201103090020,2011,3,9,0,153,Pakistan,6,South Asia,Peshawar,34.006004,71.53743,"03/09/2011: On Wednesday morning, in Adezai village of Peshawar city, Khyber Pakhtunkhwa, Pakistan, at least 25 people were killed and 50 others were injured when Tehrik-e-Taliban Pakistan (TTP) militants detonated a suicide improvised explosive device containing eight kilograms of explosives and ball bearings, at a funeral. The funeral service was for anti-Taliban Lashkar of Adezai member, Abdul Kalam alias Kala Khan, ethnic Pashtun tribal elder, and nearly 200 people were present when the blast occurred. No damage was reported and the TTP claimed responsibility. A militant, identified as Rab Nawaz Khan was killed in a search operation by security forces and was said to be the facilitator of the suicide attack.",1,3,Bombing/Explosion,14,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Civilians at a funeral,153,Pakistan,1,6,Explosives,A suicide improvised explosive device was used in the attack.,26,50
201103100004,2011,3,10,0,153,Pakistan,6,South Asia,Peshawar,34.006004,71.53743,"03/10/2011: On Thursday, on Tela Band Road in Badhber, Peshawar, Khyber Pakhtunkhwa, Pakistan, unidentified militants opened fire on a vehicle. The nazim (chief elected official of local government) of Sulemankhel Union Council, Dr. Misal Khan, was injured and his driver, Wali Khan, was killed. The attack caused an unknown amount of property damage and no group claimed responsibility for this incident.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)","The former nazim (chief elected official of local government)  of Sulemankhel union council, Dr. Misal Khan, was injured and his driver was killed.",153,Pakistan,-99,5,Firearms,Unknown firearms were used in the attack.,1,1
201103120013,2011,3,12,0,92,India,6,South Asia,Bara,24.374475,84.188348,"03/12/2011: On Saturday, in Bara village in Palamu, Jharkhand, India, Communist Party of India-Maoist (CPI-M) militants attacked a group of Tritiya Prastuti Committee (TCP) militants. A child student, identified as Ajay Yadav, was killed by a stray bullet while standing at the doorsteps of his home. No other casualties were reported and no group claimed responsibility for the attack.",0,2,Armed Assault,17,Terrorists/Non-State Militia,93,Terrorist,Tritiya Prastuti Committee (TCP) militants,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
201103140019,2011,3,14,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/14/2011: On Monday, in the Aameriya neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated a roadside improvised explosive device planted on a thoroughfare. One civilian was killed, another civilian was wounded, and several nearby shops were damaged. No group claimed responsibility.",0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,95,Iraq,-99,6,Explosives,An improvised explosive device was used in the attack.,1,1
201103200008,2011,3,20,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/20/2011: On Sunday, near the Moussa al-Kadhim Mosque, Baghdad, Baghdad, Iraq, unknown gunmen shot and killed an Interior Ministry Colonel Abdul-Karim Chiad. No group claimed responsibility.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)",An Interior Ministry Colonel,95,Iraq,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
201103200011,2011,3,20,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/20/2011: On Sunday, in the Zayouna neighborhood, Baghdad, Baghdad, Iraq, unknown gunmen in a speeding car shot and killed Jamal Abdullah, the Oil Ministry Director-General for Marketing near his car. No damages were reported. No group claimed responsibility.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)",The Director of Marketing for the Oil Ministry,95,Iraq,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
201103200015,2011,3,20,0,92,India,6,South Asia,Rajnandgaon district,21.097103,81.030222,"03/20/2011: On Sunday, in Kodakhori village in Rajnandgaon, Chhattisgarh, India, three armed militants entered into a house and shot and killed Sampat Vyas, a local trader. He was killed after being accused of being a police informer. Police recovered leaflets left at the incident site by Communist Party of India-Maoists (CPI-M) claiming responsibility.",0,2,Armed Assault,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,"Sampat Vyas, a local trader and suspected police informer was targeted in the attack.",92,India,3,5,Firearms,Unknown firearms were used in the attack.,1,0
201103210002,2011,3,21,0,92,India,6,South Asia,Gariaband,20.633859,82.059782,"03/21/2011: On Monday night, in the Gariaband forested area in Raipur, Chhattisgarh, India, unidentified militants killed a Forest Department Deputy Ranger, identified as Madhusudan Patil. Reportedly, three to four militants took Patil from his residence and shot him at a culvert a half a kilometer from his house. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)","A Forest Department Deputy Ranger, identified as Madhusudan Patil,",92,India,3,5,Firearms,Unknown firearms were used in the attack.,1,0
201103210004,2011,3,21,0,92,India,6,South Asia,Rajnandgaon district,21.097103,81.030222,"03/21/2011: On Monday night, in Umarpal village in Rajnandgaon, Chhattisgarh, India, militants shot and killed a civilian identified as Mochi Ram Kureti. Communist Party of India-Maoist (CPI-M) pamphlets found near the incident site claimed that Kureti was killed because he was seeking people�s support to restart an iron ore mine.",0,2,Armed Assault,14,Private Citizens & Property,68,Named Civilian,"A civilian identified as Mochi Ram Kureti,",92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
201103210007,2011,3,21,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/21/2011: On Monday, on Palestine Street, Baghdad, Baghdad, Iraq, unknown gunmen opened fire on a government vehicle of an Oil Ministry employee. The employee's wife was killed, and his child was wounded in the attack. No group claimed responsibility.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)",An Oil Ministry vehicle,95,Iraq,-99,5,Firearms,Unknown firearms were used in the attack.,1,1
201103210008,2011,3,21,0,153,Pakistan,6,South Asia,Gwadar,25.1458,62.326557,"03/21/2011: On Monday evening, in Paleri area of Gawadar in Balochistan, Pakistan, eight militants fired on the camp of the military- run Frontier Works Organization (FWO), killing 11 and wounding 2 others. The victims included seven employees of the FWO and four employees of the National Highways Authority (NHA). The militants also torched two vehicles of the FWO after the shooting. The Baloch Liberation Front (BLF) claimed the responsibility for the attack by unknown means.",0,2,Armed Assault,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,The camp of the Frontier Works Organization (FWO),153,Pakistan,8,5,Firearms,Unknown firearms and an unknown incendiary device were used in the attack.,11,2
201103220005,2011,3,22,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/22/2011: On Tuesday, on Palestine Street near the al-Douri restaurant, Baghdad, Baghdad, Iraq, unknown gunmen with silenced weapons shot and killed police major Ahmed Abdul-Elah while driving his vehicle. Abdul-Elah works under the direction of the Iraqi Interior Ministry. No damages were reported and no group claimed responsibility.",0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,A police major,95,Iraq,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
201103220006,2011,3,22,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/22/2011: On Tuesday, in the Sadr City area, Baghdad, Baghdad, Iraq, unknown assailants shot and killed a police Captain, Jawad Kadhim, while he was driving his car. No group claimed responsibility.",0,1,Assassination,3,Police,25,Police Security Forces/Officers,A police Captain,95,Iraq,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
201103220011,2011,3,22,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/22/2011: On Tuesday, in Baghdad, Baghdad, Iraq, unknown assailants detonated a magnetic improvised explosive device attached to the underside of Lieutenant Colonel Yessef Mohammad, a Defense Ministry employee's car. The Colonel was killed in the blast, and two civilians traveling with him were wounded. The amount of damage from the attack is unknown. No group claimed responsibility.",0,3,Bombing/Explosion,2,Government (General),18,"Government Personnel (excluding police, military)",A government employee,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,2
201103230001,2011,3,23,0,92,India,6,South Asia,Jhargam,22.451393,86.992203,"03/23/2011: On Wednesday night, in Netabhara near the Jhargram area in West Midnapore, West Bengal, India, unidentified militants shot and killed a People�s Committee against Police Atrocities (PCPA) militant, identified as Sambhu Mahato, after a dispute over the distribution of extortion money between cadres. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",0,2,Armed Assault,17,Terrorists/Non-State Militia,94,Non-State Militia,"A People�s Committee against Police Atrocities (PCPA) militant, identified as Sambhu Mahato,",92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
201103230003,2011,3,23,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/23/2011: On Wednesday, on al-Ariefiya Street, in the Zafraniyah area, Baghdad, Baghdad, Iraq, unknown assailants detonated two improvised explosive devices simultaneously targeting civilians. One civilian was killed, seven other civilians were wounded, and an unknown amount of property damage was caused in the blast. No group claimed responsibility.",0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,95,Iraq,-99,6,Explosives,An improvised explosive device was used in the attack.,1,7
201103230008,2011,3,23,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/23/2011: On Wednesday, in the Sadr City area, Baghdad, Baghdad, Iraq, unknown gunmen equipped with silencers shot and killed, Wisam Karim, a Public Works Ministry employee. No group claimed responsibility.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)",A government employee,95,Iraq,-99,5,Firearms,An improvised explosive device was used in the attack.,1,0
201103230010,2011,3,23,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/23/2011: On Wednesday, in al-Houriya, Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a civilian car killing an employee of the Electricity Ministry, and wounded two other civilians. An unknown amount of property damage was reported, and no group has claimed responsibility for the attack.",0,3,Bombing/Explosion,2,Government (General),18,"Government Personnel (excluding police, military)",A government employee,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,2
201103230012,2011,3,23,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/23/2011: On Wednesday, in the Amiriya neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated an improvised explosive device attached to a civilian car, killing the driver of the car. The blast caused material damage to the victims car and other nearby cars as well, and no group has claimed responsibility for the attack.",0,3,Bombing/Explosion,14,Private Citizens & Property,73,Vehicles/Transportation,A civilian car,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,0
201103240015,2011,3,24,0,92,India,6,South Asia,Koracha,20.40267,80.653501,"03/24/2011: On Thursday night, near the forest in Koracha village in Raj Nandgaon, Chhattisgarh, India, unidentified militants dragged Kirtan Mandawai from his house and then shot and killed him for being a police informer. A note left at the incident site by Communist Party of India-Maoist (CPI-M) militants claimed responsibility for the attack.",0,2,Armed Assault,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,"Kirtan Mandawai, a civilian and suspected police informer,",92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
201103250008,2011,3,25,1,153,Pakistan,6,South Asia,Kurram district,33.695975,70.336069,"03/25/2011: On Friday, in Bogan, Kurram, Federally Administered Tribal Areas, Pakistan, unidentified militants opened fire on a convoy of passenger vans. Thirteen people were killed and eight others injured. The militants also kidnapped 45 other civilians. On 04/21/2011 the militants shot and killed eight of the hostages. No group claimed responsibility, but it was suspected that pro-Taliban militants were responsible. The status of the remaining hostages is unknown.",0,2,Armed Assault,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,153,Pakistan,-99,5,Firearms,Unknown firearms were used in the attack.,13,8
201103260007,2011,3,26,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/26/2011: On Saturday, near al-Nusour Square, Baghdad, Iraq, unknown militants detonated an improvised explosive device that was attached to the vehicle of professor Zaid Abdulmonem Ali, killing him and wounding his wife and two others who were all inside the vehicle. The attack caused an unknown amount of property damage to the professor�s vehicle. No group claimed responsibility for the attack.",0,3,Bombing/Explosion,8,Educational Institution,48,Teacher/Professor/Instructor,A Professor at the Baghdad Cancer Research Centre was targeted in the attack.,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,3
201103270015,2011,3,27,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/27/2011: On Sunday, in the Yarmouk neighborhood, Baghdad, Iraq, unknown militants detonated a bomb that was attached to a civilian car, killing one civilian and wounding two others. The attack caused an unknown amount of property damage to the civilian vehicle, and no group has claimed responsibility for the attack.",0,3,Bombing/Explosion,14,Private Citizens & Property,73,Vehicles/Transportation,A civilian vehicle was targeted in the attack.,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,2
201103280006,2011,3,28,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/28/2011: On Monday, at the Ali Nima market, in Baghdad, Iraq, unknown militants detonated three improvised explosive devices in quick succession at the Ali Nima market, killing four civilians, three of them shop owners, and wounding nine others. The attack caused an unknown amount of property damage to the Ali Nima market, and no group has claimed responsibility for the attack.",0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,95,Iraq,-99,6,Explosives,An improvised explosive device was used in the attack.,4,9
201103290010,2011,3,29,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/29/2011: On Tuesday, in the Mansour neighborhood, Baghdad, Iraq, unknown militants detonated a sticky bomb that was attached to the car of the dean of Mustansiriya University, killing him and causing an unknown amount of property damage to the dean's car. No group has claimed responsibility for the attack.",0,3,Bombing/Explosion,8,Educational Institution,50,Other Personnel,The dean of Mustansiriya University,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,0
201103290016,2011,3,29,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/29/2011: On Tuesday, in the Abu Ghuraib neighborhood, Baghdad, Iraq unknown gunmen breached the house of a police officer and opened fire, killing the police officer, and wounding three of his family members. No damage was reported in the attack, no group has claimed responsibility for the attack.",0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,A police officer,95,Iraq,-99,5,Firearms,Unknown firearms were used in the attack.,1,3
201103300009,2011,3,30,1,92,India,6,South Asia,Korchi,20.711089,80.472871,"03/30/2011: On Wednesday night, in Nehalkal village in Korchi, Gadchiroli, Maharashtra, India, unidentified militants kidnapped a civilian, identified as Budharam Pudo, a suspected police informer. The militants took Pudo from his home to a nearby forest where they slit his throat. The body of Pudo was recovered by police on 03/31/3011 along the road, one-and a half kilometers away from the Kotgul police outpost. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,A suspected police informer,92,India,-99,9,Melee,Unknown sharp weapons were used in the attack.,1,0
201104010004,2011,4,1,0,153,Pakistan,6,South Asia,Darra Adam Khel,33.68745,71.516037,"04/01/2011: On Friday, at the Khalid Market in Darra Adam Khel, Khyber Pakhtunkhwa, Pakistan, a suicide bomber detonated his explosive jacket as tribal militiamen raided a house in the market after receiving a tip of the bomber�s presence. At least one person was killed and two others were wounded in the attack; however, one report indicated the casualties were as high as two killed and ten others wounded. The house and six nearby shops collapsed from the blast. The specific motive for the attack is unknown; however, according to police the suicide bomber was planning to attack some public gathering on the time of Friday prayer in a mosque. No group claimed responsibility for this incident.",1,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,The intended target was a mosque.,153,Pakistan,1,6,Explosives,A vest containing explosives was used in the attack.,2,2
201104020006,2011,4,2,0,92,India,6,South Asia,Jhargam,22.451393,86.992203,"04/02/2011: On Saturday morning around 0530, on an unspecified road near Gerulia village in Jhargram, West Midnapore, West Bengal, India, four militants on two motorcycles shot and killed a teacher and former supporter of the Communist Party of India-Marxist (CPM), identified as Prabodh Mahato. According to police, Mahato was beaten first and then fired on twice at close range. No group claimed responsibility, but it was suspected that the Jhargram Squad of the Communist Party of India-Maoist (CPI-M) militants were responsible.",0,2,Armed Assault,8,Educational Institution,48,Teacher/Professor/Instructor,"Prabodh Mahato, a teacher and a former supporter of the Communist Party of India-Marxist (CPM),",92,India,4,9,Melee,Unknown melee weapons and unknown firearms were used in the attack.,1,0
201104030001,2011,4,3,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/03/2011: On Sunday, in the Jihad neighborhood of southwestern Baghdad, Iraq, unidentified militants detonated a roadside bomb at the front of a Supreme Islamic Iraqi Council member's house, Ali Majed. One of his body guards was killed and three civilians were wounded during the blast. An unknown amount of property damage occurred and no group claimed responsibility for the attack.",0,3,Bombing/Explosion,14,Private Citizens & Property,84,Political Party Member/Rally,"A Supreme Islamic Iraqi Council member house, Ali Majed, was targeted in the attack.",95,Iraq,-99,6,Explosives,A roadside bomb was used in the attack.,1,3
201104040004,2011,4,4,0,92,India,6,South Asia,Imphal,24.798346,93.94043,"04/04/2011: On Monday, at a private residence in Wangkhei Wangkheimayum Leirak, Imphal East, Manipur, India, militants shot and killed a Reliance Base Transceiver Station (BTS) mobile tower caretaker, identified as Oinam Borbabu. According to official sources, Borbabu was killed for not paying the extortion demanded by the militants. In a statement issued on 04/06/2011 on Wednesday, the Yaiphaba faction of the Kangleipak Communist Party (KCP) claimed responsibility for the attack.",0,2,Armed Assault,16,Telecommunication,90,Telephone/Telegraph,"A Reliance Base Transceiver Station (BTS) mobile tower caretaker, identified as Oinam Borbabu,",92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
201104040006,2011,4,4,0,92,India,6,South Asia,Jhargam,22.451393,86.992203,"04/04/2011: On Monday, near Jhargram in West Midnapore, West Bengal, India, unidentified militants shot and killed a state government employee and a former activist of the ruling Communist Party of India-Marxist (CPM), identified as Gagan Mahato. According to police, Mahato was pulled from his vehicle and beaten severely before being shot. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)","A state government employee and a former activist of the ruling Communist Party of India-Marxist (CPM), Gagan Mahato,",92,India,-99,9,Melee,Unknown melee weapons and unknown firearms were used in the attack.,1,0
201104040014,2011,4,4,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/04/2011: On Monday morning, in the Doura neighborhood of Baghdad, Iraq, unknown militants detonated a roadside bomb outside the house of a senior official of the Iraqi Industrial Ministry, killing one of his body guards and wounding three others. The attack caused an unknown amount of property damage and no group claimed responsibility for the attack.",0,3,Bombing/Explosion,2,Government (General),18,"Government Personnel (excluding police, military)",A senior official of the Iraqi Industrial Ministry,95,Iraq,-99,6,Explosives,A roadside bomb was used in the attack.,1,3
201104040015,2011,4,4,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/04/2011: On Monday, in the Ameriyah neighborhood of western Baghdad, Iraq, unknown militants detonated a roadside bomb outside the house of Abed Majwal, a Sahwa (Awakening) Council group member, killing him while damaging the house and nearby buildings. No group claimed responsibility for the attack.",0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,94,Non-State Militia,The house of a Sahwa (Awakening) Council group member,95,Iraq,-99,6,Explosives,A roadside bomb was used in the attack.,1,0
201104050002,2011,4,5,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/05/2011: On Tuesday night, in Baghdad, Baghdad, Iraq, unknown assailants detonated two improvised explosive devices consecutively near the Sayid Mohammed Jawad's Husseiniya Shiite Mosque that killed two civilians, and wounded six others. Multiple cars and shops were also damaged. No group claimed responsibility.",0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,95,Iraq,-99,6,Explosives,An improvised explosive device was used in the attack.,2,6
201104050009,2011,4,5,0,153,Pakistan,6,South Asia,Kurram district,33.695975,70.336069,"04/05/2011: On Tuesday, in Baggun village of Kurram, Federally Administered Tribal Areas, Pakistan, a Tehrik-e-Taliban Pakistan (TTP) commander, Noor Mohammad Khwaidadkhel, and his bodyguard, Fazl Mahmood, were killed and two civilians wounded when unidentified assailants opened fire at a weekly festival. There were no reports of damage and no group claimed responsibility for the attack.",0,2,Armed Assault,17,Terrorists/Non-State Militia,93,Terrorist,"A Tehrik-e-Taliban Pakistan (TTP) commander, Noor Mohammad Khwaidadkhel,",153,Pakistan,-99,5,Firearms,Unknown firearms were used in the attack.,2,2
201104060003,2011,4,6,0,92,India,6,South Asia,Hesatu,24.246309,84.566767,"04/06/2011: On Wednesday morning around 1000, near Hesatu village in Chatra, Jharkhand, India, two unidentified teenagers killed the General Manager of Reliance Power, Manoj Ojha, and injured seven others. The others were identified as Bhujh, Mayank Murari, Devjit Deogharia, I.K. Singh, R.S. Yadav, Anil Kumar and I.K. Rao. Reportedly, two gunmen with rifles blocked the vehicles of the employees and started firing on them from close range. No damages were reported and no group claimed responsibility, but it was suspected that Tritiya Prastuti Committee (TPC) militants were responsible.",0,2,Armed Assault,1,Business,5,Industrial/Textiles/Factory,Reliance Power officials,92,India,2,5,Firearms,Two rifles were used in the attack.,1,7
201104060007,2011,4,6,0,92,India,6,South Asia,Baghmara,25.193491,90.634631,"04/06/2011: On Wednesday night around 0145, 10 kilometers from Baghmara in South Garo Hills, Meghalaya, India, nine unidentified militants using AK 47s fired indiscriminately on a group of laborers, killing five laborers and injuring another laborer of the Gokha Coal Depot. The deceased were identified as Ram Badan Yadav, Suha Gin, Habibul, Noor Muhammad, Jamin, and the injured was identified as Rakib Miya. No group claimed responsibility, but it was suspected that Garo National Liberation Army (GNLA) militants were responsible.",0,2,Armed Assault,1,Business,10,Mining,Employees of the Gokha Coal Depot,92,India,9,5,Firearms,AK 47s were used in the attack.,5,1
201104070002,2011,4,7,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/07/2011: On Thursday, in the Saba' al-Bour area of Baghdad, Baghdad, Iraq, unknown assailants detonated an improvised explosive device near the al-Rida Shiite Mosque. Two civilians were killed and four others were wounded. The blast caused an unknown amount of property damage and no group claimed responsibility.",0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,A mosque,95,Iraq,-99,6,Explosives,An improvised explosive device was used in the attack.,2,4
201104080017,2011,4,8,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/08/2011: On Friday, in the Awerej area, Baghdad, Baghdad, Iraq, suspected Islamic State of Iraq gunmen shot and killed Abd Farhan Ziab, the chairman of the Political Prisoners Authority, and the director of the al-Massar satellite channel. The men were killed while they were driving in a car. The suspected motive for the attack was the coverage of the Bahrain Revolution provided by the al-Massar channel. No property damage was reported and no group claimed responsibility.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)",A government employee's car,95,Iraq,-99,5,Firearms,Unknown firearms were used in the attack.,2,0
201104100017,2011,4,10,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/10/2011: On Sunday morning, in the Zaafaraniya neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a Water Resources Ministry vehicle. One government employee was killed in the blast and caused an unknown amount of property damage to the vehicle. No group claimed responsibility.",0,3,Bombing/Explosion,2,Government (General),18,"Government Personnel (excluding police, military)",The vehicle of a government Water Resources Ministry official,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,0
201104100018,2011,4,10,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/10/2011: On Sunday, in the Hurriya neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated an improvised explosive device attached to the car of an Iraqi parliament employee, Raghad Farouq, killing him. The blast caused an unknown amount of property damage and no group claimed responsibility.",0,3,Bombing/Explosion,2,Government (General),18,"Government Personnel (excluding police, military)","The vehicle of an Iraqi parliament employee, Raghad Farouq,",95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,0
201104100019,2011,4,10,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/10/2011: On Sunday, in the Zaiyouna neighborhood, Baghdad, Baghdad, Iraq, unknown gunmen with silenced weapons, shot and killed Police Captain Mohammed Muhssan, working for the Interior Ministry, outside his home. No damages were reported and no group claimed responsibility.",0,1,Assassination,3,Police,25,Police Security Forces/Officers,"Mohammed Muhssan, an Iraqi Police Captain working for the Interior Ministry",95,Iraq,-99,5,Firearms,Unknown silenced firearms were used in the attack.,1,0
201104100020,2011,4,10,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/10/2011: On Sunday, in the Ghazaliya neighborhood, Baghdad, Baghdad, Iraq, unknown gunmen shot and killed a former Iraqi Army general under Saddam Hussein outside of his house. No damages were reported and no group claimed responsibility.",0,2,Armed Assault,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",A former Iraqi Army general,95,Iraq,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
201104110005,2011,4,11,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/11/2011: On Monday, near a fuel station in the al-Bonouk neighborhood, Baghdad, Baghdad, Iraq, unknown gunmen shot and killed a police lieutenant colonel in his vehicle, and wounded his driver. No damages were reported and no group claimed responsibility.",0,2,Armed Assault,3,Police,23,Police Patrol (including vehicles and convoys),The vehicle of police lieutenant colonel,95,Iraq,-99,5,Firearms,Unknown firearms were used in the attack.,1,1
201104110006,2011,4,11,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/11/2011: On Monday, in the Jisr Diyala neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated an improvised explosive device that killed three civilians, and wounded 11 others. The attack caused an unknown amount of property damage and no group claimed responsibility.",0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,95,Iraq,-99,6,Explosives,An improvised explosive device was used in the attack.,3,11
