eventid,year,imonth,extended,country,country_txt,region,region_txt,city,summary,success,suicide,attacktype1,attacktype1_txt,nperps,weaptype1,weaptype1_txt,weapdetail,nkill,nwound
201204150029,2012,4,0,4,Afghanistan,6,South Asia,Kabul,"04/15/2012: Four assailants, including two suicide bombers, were arrested at they attempted to attack Vice President of Afghanistan Karim Khalili in Kabul city, Kabul province, Afghanistan. This was one of 21 coordinated attacks in Afghanistan on this day, across which 51 people, including 36 assailants, were killed and 74 others wounded. The Haqqani Network claimed responsibility for all of the incidents.",0,1,1,Assassination,4,6,Explosives,Suicide vests were used in the attack.,2,3
201204150041,2012,4,0,228,Yemen,10,Middle East & North Africa,Al-Hodn,"04/15/2012: A suicide bomber in an explosives-laden vehicle detonated near a security checkpoint in Al Hodn area, Abyan governorate, Yemen. Four tribal members were killed in the blast. Al-Qa'ida in the Arabian Peninsula (AQAP) claimed responsibility for this attack.",1,1,3,Bombing/Explosion,1,6,Explosives,"A car, driven by a suicide bomber, was used in the attack.",5,0
201204170003,2012,4,0,228,Yemen,10,Middle East & North Africa,Mukayras,"04/17/2012: A suicide bomber in an explosives-laden vehicle detonated near a military checkpoint in Mukayras district, Al Bayda governorate, Yemen. Five soldiers were killed and five others injured in the blast. No group claimed responsibility for this attack; however, officials attributed it to Al-Qa'ida in the Arabian Peninsula (AQAP).",1,1,3,Bombing/Explosion,1,6,Explosives,"A car, driven by a suicide bomber, was used in the attack.",6,5
201204260005,2012,4,0,147,Nigeria,11,Sub-Saharan Africa,Kaduna,"04/26/2012: An assailant drove an explosives-laden vehicle into a plaza in Kaduna city, Kaduna state, Nigeria. The plaza housed the offices of ThisDay, The Sun, and The Moment newspapers. After the vehicle failed to detonate, an assailant exited the vehicle and threw an explosive device at a group of civilians. Three civilians were killed and 25 injured. This was one of two attacks against media organizations in Nigeria on this day, both of which were claimed by Boko Haram. A spokesperson from the group stated that the they targeted the newspapers because the group objected to how it was being represented in media reports.",1,1,3,Bombing/Explosion,2,6,Explosives,"Three gas cylinders and other explosive devices which failed to detonate, as well as one thrown explosive device were used in the attack.",3,26
201204290001,2012,4,0,147,Nigeria,11,Sub-Saharan Africa,Kano,"04/29/2012: Assailants threw explosive devices at and then opened fire on a crowd of Christian worshipers at Bayero University in Kano city, Kano state, Nigeria. Sixteen people were killed and 22 others were wounded. No group claimed responsibility for the incident; however, sources indicated that Boko Haram was suspected.",1,0,2,Armed Assault,20,6,Explosives,Multiple AK-47 assault rifles and three small explosive devices constructed from soda cans were used in the attack.,16,22
201204300004,2012,4,0,147,Nigeria,11,Sub-Saharan Africa,Jalango,"04/30/2012: A suicide bomber drove a explosives-laden motorcycle into Mamman Sule's convoy in Jalango city, Taraba state, Nigeria. Sule, a police commissioner, was unhurt; however, 11 people besides the assailant were killed and 22 injured. No group claimed responsibility for this incident; however, sources suspect that Boko Haram was involved.",1,1,3,Bombing/Explosion,1,6,Explosives,A motorcycle was used in the attack.,12,22
201205010001,2012,5,0,182,Somalia,11,Sub-Saharan Africa,Dhusamareb,"05/01/2012: A suicide bomber detonated outside a cafe in Dhusamareb town, Galguduud region, Somalia. The blast was targeting a meeting between military and government officials. Seven people, including the bomber, were killed and six injured in the explosion, including members of parliament and military officials. Al-Shabaab claimed responsibility for the attack.",1,1,3,Bombing/Explosion,1,6,Explosives,A suicide bomb was used in the attack.,7,6
201205010012,2012,5,0,228,Yemen,10,Middle East & North Africa,Seiyun,"05/01/2012: Assailants opened fire on a convoy of The Total Group, a company comprised of French oil workers, in Seiyun city, Hadramawt governorate, Yemen. At least two soldiers protecting the workers were killed and a worker was injured in the assault. No group claimed responsibility; however, sources suspect that Al-Qa'ida in the Arabian Peninsula (AQAP) was behind the attack.",1,0,2,Armed Assault,3,5,Firearms,Machine-guns were used in the attack.,2,1
201205020001,2012,5,0,4,Afghanistan,6,South Asia,Kabul,"05/02/2012: A suicide bomber and gunmen attacked the North Atlantic Treaty Organization (NATO) Green Village base in Kabul city, Kabul province, Afghanistan. This was one of two coordinated attacks on the base on May 2, 2012. In addition to the bomber, seven people were killed and 17 injured in the attack. Zabihullah Mujahid, a Taliban spokesperson, claimed responsibility and stated that the incident, which targeted a housing compound for westerners in Kabul, was a message to United States (US) President Barack Obama that resistance would continue ""until all the occupiers are either dead or leave our country.""",1,1,3,Bombing/Explosion,4,6,Explosives,"An explosives-laden vehicle, explosives-laden vests, grenades, rocket-propelled grenades (RPGs), and machine guns were used in the attack.",8,17
201205030002,2012,5,0,167,Russia,9,Eastern Europe,Makhachkala,"05/03/2012: A suicide bomber detonated an explosives-laden vehicle near a checkpoint in Makhachkala, Dagestan, Russia. This was one of two coordinated attacks on this checkpoint; this second bomb was meant to target first responders to an earlier explosion. Fourteen people, including the bomber, died in this attack, while 101 people were wounded across both attacks. No group claimed responsibility for the incident; however, sources attributed the attack to the Caucasus Emirate.",1,1,3,Bombing/Explosion,1,6,Explosives,An explosive device equivalent to between 50 and 100 grams of TNT was used in the attack.,14,50
201205060008,2012,5,0,4,Afghanistan,6,South Asia,Sharana,"05/06/2012: Six suicide bombers with guns attacked the National Directorate of Security (NDS) building in Sharana city, Paktika province, Afghanistan. Four suicide bombers detonated their explosives successfully, while the other two were shot dead. Five non-attackers were killed and three injured in the attack. The Taliban claimed responsibility for the incident.",1,1,3,Bombing/Explosion,6,6,Explosives,Suicide vests were used in the attack.,11,3
201205090033,2012,5,0,182,Somalia,11,Sub-Saharan Africa,Ceel Buur,"05/09/2012: An explosive device detonated prematurely on two assailants who were trying to plant it in Ceelbuur district, Galguduud region, Somalia. The assailants were targeting Transitional Federal Government (TFG) Ethiopian forces. Both assailants died as a result of the blast. No group claimed responsibility for the incident.",1,0,3,Bombing/Explosion,2,6,Explosives,A buried roadside bomb was used in the attack.,2,0
201205100001,2012,5,0,200,Syria,10,Middle East & North Africa,Damascus,"05/10/2012: Two suicide bombers detonated explosives-laden vehicles outside of a security building in Damascus city, Damascus governorate, Syria. The blasts killed 55 people and injured 370. Al-Nusra Front claimed responsibility for the incident, stating that they carried out the attack in retaliation for government bombings of residential areas.",1,1,3,Bombing/Explosion,2,6,Explosives,"A car, driven by two suicide bombers and containing 1,000 kilograms of explosive material, was used in the attack.",57,370
201205100008,2012,5,0,4,Afghanistan,6,South Asia,Yayha Khel,"05/10/2012: Suicide bombers detonated explosive vests after failing to overrun a police checkpoint in Yayha Khel district, Paktika province, Afghanistan. Five police officers and all six assailants were killed in the attack. Three police officers were also injured as a result of the blasts. The Taliban claimed responsibility for the incident.",1,1,3,Bombing/Explosion,6,6,Explosives,Four suicide vests were used in the attack.,11,3
201205100023,2012,5,0,45,Colombia,3,South America,Tibu,"05/10/2012: Assailants attacked a police garrison with mortars near Tibu town, Norte de Santander department, Colombia. Seven police officers and one assailant were killed in the attack, and 12 police officers and five assailants were injured. Five assailantswere taken into custody as well. No group claimed responsibility; however, police attributed the incident to the Revolutionary Armed Forces of Colombia (FARC).",1,0,2,Armed Assault,6,6,Explosives,Homemade cylinder bombs fired as mortar rounds were used in the attack.,8,17
201205100025,2012,5,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,"05/11/2012: An assailant threw a grenade at a patrol of Transitional Federal Government (TFG) soldiers in Mogadishu city, Banaadir region, Somalia. Three people, including one soldier, were killed and five injured in the attack. No group claimed responsibility for the incident.",1,0,3,Bombing/Explosion,1,6,Explosives,Multiple grenades were used in the attack.,3,5
201205110008,2012,5,0,182,Somalia,11,Sub-Saharan Africa,Bosaso,"05/11/2012: Two assailants shot and killed two Puntland police officials in Lanta Hawada neighborhood, Bosasso city, Bari region, Somalia. No group claimed responsibility for the incident; however, police arrested seven people afterward who were members of Al-Shabaab.",1,0,2,Armed Assault,2,5,Firearms,A pistol was used in the attack.,2,0
201205170002,2012,5,0,4,Afghanistan,6,South Asia,Unknown,"05/17/2012: Four assailants with suicide vests and rocket-propelled grenades attacked the compound of the provincial governor, Mohammad Akram Khapalwak, in Farah city, Farah province, Afghanistan. Eleven people, including the four assailants, were killed and 12 people wounded in the attack. The Taliban claimed responsibility for the incident.",1,1,3,Bombing/Explosion,4,6,Explosives,"Suicide vests, rocket-propelled grenades, AK-47 assault rifles were used in the attack.",11,12
201205190018,2012,5,0,200,Syria,10,Middle East & North Africa,Deir ez-Zor,"05/19/2012: A suicide bomber detonated an explosives-laden vehicle in a parking lot near a Syrian Armed Forces military intelligence complex and military hospital in Deir ez-Zor city, Deir ez-Zor governorate, Syria. In addition to the assailant, at least nine people, including civilians and military personnel, were killed, and 100 people were injured in the blast. No group claimed responsibility for the attack.",1,1,3,Bombing/Explosion,1,6,Explosives,"An explosive device weighing 1,000 kilograms was used in the attack.",10,100
201206060001,2012,6,0,4,Afghanistan,6,South Asia,Kandahar,"06/06/2012: A suicide bomber detonated explosives attached to a rickshaw in Kandahar city, Kandahar province, Afghanistan. The blast was targeting a market and car park occupied by North Atlantic Treaty Organization (NATO) supply trucks and employees. This was one of two explosions at the same location; this first blast was designed to draw a crowd. In addition to the suicide bomber, another 11 people were killed and 25 injured. The Taliban claimed responsibility for both incidents.",1,1,3,Bombing/Explosion,1,6,Explosives,"A motorcycle-rickshaw, ridden by a suicide bomber, was used in the attack.",12,25
201206060002,2012,6,0,4,Afghanistan,6,South Asia,Kandahar,"06/06/2012: Two suicide bombers detonated explosive vests in Kandahar city, Kandahar province, Afghanistan. The blast was targeting a market and car park occupied by North Atlantic Treaty Organization (NATO) supply trucks and employees. This was one of two explosions at the same location; this second blast was designed to target the crowd that had gathered following the first. In addition to the suicide bombers, another 11 people were killed and 25 injured. The Taliban claimed responsibility for both incidents.",1,1,3,Bombing/Explosion,2,6,Explosives,Two of three suicide vests were used in the attack.,13,25
201206060004,2012,6,0,45,Colombia,3,South America,Puerto Valdivia,"06/06/2012: An explosive device detonated in Puerto Valdivia village, Antioquia department, Colombia. The device detonated prematurely while two assailants were attempting to use it to target a police post; both assailants died in the blast. No group claimed responsibility, but officials attributed the incident to Revolutionary Armed Forces of Colombia (FARC).",1,0,3,Bombing/Explosion,2,6,Explosives,An explosive device consisting of a cooking-gas cylinder packed with explosive material and shrapnel was used in the attack.,2,0
201206060018,2012,6,0,4,Afghanistan,6,South Asia,Qarabagh district,"06/06/2012: A North Atlantic Treaty Organization (NATO) helicopter was shot down in Qarabagh area, Ghazni province, Afghanistan. Two pilots from the United States were killed in the crash. The Taliban claimed responsibility for the incident.",1,0,2,Armed Assault,1,6,Explosives,Small arms and rocket-propelled grenades were used in the attack.,2,0
201206100012,2012,6,0,205,Thailand,5,Southeast Asia,Thung Yang Daeng district,"06/10/2012: Two assailants opened fire on the village head in Thung Yang Daeng district, Pattani province, Thailand. Awae Lunae, the village head, and his wife were killed in the attack. No group claimed responsibility for the incident.",1,0,1,Assassination,2,5,Firearms,Multiple AK-47 assault rifles were used in the attack.,2,0
201206160008,2012,6,0,6,Algeria,10,Middle East & North Africa,Ouacifs,"06/15/2012: At least 50 assailants attacked a police barracks in Ouacifs town, Tizi Ouzou province, Algeria. The assailants cut electricity and phone service to the area, then began firing rockets, mortars, and firearms at the barracks. Two people were killed and another five injured; the casualties included police and civilians. No group claimed responsibility for the incident.",1,0,2,Armed Assault,50,6,Explosives,"Rocket-propelled grenades, mortars, and equipment used to cut electricity and telephone lines was used in the attack.",2,5
201206160010,2012,6,0,182,Somalia,11,Sub-Saharan Africa,Afgoye,"06/16/2012: A suicide bomber attempted to drive an explosives-laden vehicle into an African Union Mission in Somalia (AMISOM) military base in Afgooye town, Lower Shabele region, Somalia. Security stopped the bomber before he could access the base, causing him to detonate. In addition to the bomber, two people were killed and three injured; the casualties included military troops and civilians. Al-Shabaab claimed responsibility for the incident, stating that AMISOM troops were enemies of Allah and Islamic Sharia.",1,1,3,Bombing/Explosion,1,6,Explosives,A minibus was used in the attack.,3,3
201206170015,2012,6,0,78,Greece,8,Western Europe,Athens,"06/17/2012: Approximately 10 assailants attacked a polling station in Exarcheia area, Athens city, Attica region, Greece. The attackers, armed with hammers and bats, injured two police officers and set the ballot box on fire. No group claimed responsibility for the incident.",1,0,8,Unarmed Assault,10,8,Incendiary,Sledgehammers and wooden bats were used in the attack.,0,2
201206180028,2012,6,0,113,Libya,10,Middle East & North Africa,Benghazi,"06/18/2012: Assailants stormed the Tunisian consulate in Benghazi city, Benghazi district, Libya. There were no reported casualties, as Libyan officials successfully negotiated with the assailants. No group claimed responsibility for the incident; however, a source indicated that the assailants were protesting an art exhibition in Tunisia that they alleged insulted the religion of Islam.",1,0,7,Facility/Infrastructure Attack,20,5,Firearms,AK-47 assault rifles were used in the attack.,0,0
201206180029,2012,6,0,217,United States,1,North America,Plano,"06/18/2012: An assailant attempted to bomb a natural gas pipeline in Plano, Texas, United States. The assailant was critically injured when the explosive device detonated prematurely. Additionally, the pipeline was also damaged in the blast. No group claimed responsibility; however, sources note that Anson Chi identified as part of the anti-government Sovereign Citizen movement.",1,0,3,Bombing/Explosion,1,6,Explosives,A homemade bomb containing methyl nitrate was used in the attack.,0,1
201206200007,2012,6,0,4,Afghanistan,6,South Asia,Spin Jumat,"06/20/2012: A suicide bomber on a motorcycle attacked a joint North Atlantic Treaty Organization (NATO) and Afghan military checkpoint in the Spin Jumat area of Khost city, Khost province, Afghanistan. In addition to the bomber, 21 people were killed, including three soldiers from the United States. Another 31 people were injured in the blast. The Taliban claimed responsibility for the incident.",1,1,3,Bombing/Explosion,1,6,Explosives,A motorcycle was used in the attack.,22,31
201206200026,2012,6,0,228,Yemen,10,Middle East & North Africa,Sanaa,"06/20/2012: An assailant attempted to bomb a post office in the Shumaila area of Sana'a city, Amanat Al Asimah governorate, Yemen. The assailant was identified and taken into custody before he had a chance to detonate the explosive device. No group claimed responsibility for the incident.",0,1,3,Bombing/Explosion,1,6,Explosives,An explosive device strapped around the assailant's waist was used in the attack.,0,0
201206210003,2012,6,0,4,Afghanistan,6,South Asia,Karga,"06/21/2012: Approximately seven assailants attacked a popular hotel at Qargha Lake near Karga city, Kabul province, Afghanistan. At least 25 people were killed, including civilians, police officers, and attackers, and at least 32 hostages were released following an intense 12-hour standoff. The Taliban claimed responsibility for the incident, stating that they targeted the lakeside resort because it hosted parties that involved the consumption of alcohol and other exploits prohibited by Islam.",1,1,5,Hostage Taking (Barricade Incident),7,6,Explosives,Heavy and light weapons were used in the attack.,25,5
201206210022,2012,6,0,4,Afghanistan,6,South Asia,Ghoramch,"06/21/2012: A roadside bomb detonated, targeting the vehicle of Omar Khan Baiani in the Ghoramch area of Bamyan city, Bamyan province, Afghanistan. Baiani, a local administrative chief, escaped the attack unharmed; however, his vehicle was damaged in the blast. The Taliban claimed responsibility for the incident.",1,0,3,Bombing/Explosion,1,6,Explosives,A roadside bomb was used in the attack.,0,0
201206220007,2012,6,0,147,Nigeria,11,Sub-Saharan Africa,Kano,"06/22/2012: An explosive device was discovered and defused near the Juma'at mosque in the Fagge area of Kano city, Kano state, Nigeria. No group claimed responsibility for the attack; however, four individuals were arrested in connection to the incident.",0,0,3,Bombing/Explosion,4,6,Explosives,An explosive device concealed in a polythene bag was used in the attack.,0,0
201206240001,2012,6,0,104,Kenya,11,Sub-Saharan Africa,Mombasa,"06/24/2012: An assailant with hand grenades attacked the Jericho Beer Garden in Mishomoroni town, Coast province, Kenya. At least three people were killed and 12 injured in the assault. No group claimed responsibility for the incident; however, police arrested one individual in connection with the attack and suspect that Al-Shabaab was involved.",1,0,2,Armed Assault,6,6,Explosives,Three grenades were used in the attack.,3,12
201206260003,2012,6,0,205,Thailand,5,Southeast Asia,Kapho district,"06/26/2012: Six assailants in military uniforms opened fire on civilians traveling in a truck in Plong Hoi tambon, Kapho district, Pattani province, Thailand. The three civilians were killed in the attack. No group claimed responsibility for the incident; however, a police official suspected separatists.",1,0,2,Armed Assault,6,5,Firearms,Multiple M-16 assault rifles were used in the attack.,3,0
201206260008,2012,6,0,147,Nigeria,11,Sub-Saharan Africa,Kano,"06/26/2012: Assailants detonated explosives and opened fire on the Goron Dutse police station in Kano city, Kano state, Nigeria. This was one of five related attacks on police stations that occurred during the same night. At least 32 people were killed across the clashes, including 17 assailants and three police officers; one person was also injured in this attack. No group claimed responsibility for the incidents; however, sources suspect that Boko Haram was involved.",1,0,3,Bombing/Explosion,30,6,Explosives,Fourteen explosive devices were used in the attack.,8,1
201206270002,2012,6,0,78,Greece,8,Western Europe,Athens,"06/27/2012: Assailants rammed a vehicle laden with flammable liquids into Microsoft's Greek headquarters in the Marousi suburb of Athens city, Attica region, Greece. There were no reported casualties; however, the fire caused damages. The International Revolutionary Front claimed responsibility for the incident, stating that they targeted the Microsoft offices in order to strike a blow against capitalism and show support for imprisoned anarchists in Greece and Italy.",1,0,2,Armed Assault,3,5,Firearms,"machine-guns, pistols, and a van containing gas canisters set on fire were used in the attack.",0,0
201206290004,2012,6,0,6,Algeria,10,Middle East & North Africa,Ouargla,"06/29/2012: A suicide bomber detonated an explosives-laden vehicle at the Regional Command of the Gendarmerie headquarters in Ouargla city, Ouargla province, Algeria. In addition to the bomber, an officer was killed and three other soldiers injured in the blast. The Movement for Oneness and Jihad in West Africa (MUJAO) claimed responsibility for the incident.",1,1,3,Bombing/Explosion,1,6,Explosives,"A Toyota 4x4, driven by a suicide bomb, containing and explosive device weighing 1300 kilograms was used in the attack.",2,3
201206290007,2012,6,0,44,China,4,East Asia,Hotan,"06/29/2012: Six assailants attempted to hijack an airborne Tianjin Airlines flight while en route from Hotan to Urumqi, Xinjiang Uighur Autonomous region, China. The hijacking was foiled when the six assailants were overwhelmed by the plane's passengers and crew members. At least 10 people sustained injuries as a result of the incident. No group claimed responsibility for the incident; however, officials attribute the attack to Uighur separatists.",0,0,4,Hijacking,6,6,Explosives,Crutches were used in the attack.,0,10
201207020001,2012,7,0,123,Mali,11,Sub-Saharan Africa,Timbuktu,"07/01/2012: Thirty assailants destroyed Sufi mausoleums in Timbuktu city, Timbuktu region, Mali. At least three mausoleums were damaged in the attacks. This was the second of two coordinated attacks on tombs and mausoleums in Timbuktu. Ansar al-Dine (Mali) claimed responsibility for the incident and threatened to continue the destruction, as the organization views the mausoleums as idolatrous.",1,0,7,Facility/Infrastructure Attack,30,5,Firearms,AK-47 assault rifles and pick-axes were used in the attack.,0,0
201207030011,2012,7,0,4,Afghanistan,6,South Asia,Saydabad district,"07/03/2012: An assailant opened fire at a North Atlantic Treaty Organization (NATO) base in Saydabad district, Maidan Wardak province, Afghanistan. Five United States soldiers were wounded in the attack. The Taliban claimed responsibility for the incident.",1,0,2,Armed Assault,1,5,Firearms,A machine-gun was used in the attack.,0,5
201207040032,2012,7,0,217,United States,1,North America,Joplin,"07/04/2012: An assailant threw an incendiary device onto the roof of a mosque owned by the Islamic Society of Joplin in Joplin, Missouri, United States. No casualties were reported in the attack; however, the roof was damaged. This same mosque was later destroyed by arson on August 6, 2012. On October 19, 2012, Jedediah Stout was arrested and confessed to both of the arson attacks on the Joplin mosque. He stated that he targeted the mosque because he disliked Islam.",1,0,7,Facility/Infrastructure Attack,1,8,Incendiary,An incendiary device thrown on the buildings roof was used in the attack.,0,0
201207070029,2012,7,0,141,Nepal,6,South Asia,Lahan,"07/07/2012: An explosive device detonated in a hotel in Lahan town, Eastern region, Nepal. The blast resulted in minor damage to Hotel Godhuli. Another device was found in the hotel on July 8, 2012, but it was defused before it could detonate. Three individuals were arrested in connection with the attack and confessed to being affiliated with Akhil Terai Mukti Morcha (ATMM).",1,0,3,Bombing/Explosion,3,6,Explosives,An explosive device hidden in a bucket was used in the attack.,0,0
201207110001,2012,7,0,228,Yemen,10,Middle East & North Africa,Sanaa,"07/11/2012: A suicide bomber detonated explosives at a police academy in Sanaa city, Amanat Al Asimah governorate, Yemen. At least 11 people died, including the attacker, and 20 others were injured in the blast. Al-Qaida in the Arabian Peninsula (AQAP) claimed responsibility for the attack.",1,1,3,Bombing/Explosion,1,6,Explosives,An explosive belt was used in the attack.,11,20
201207120001,2012,7,0,153,Pakistan,6,South Asia,Lahore,"07/12/2012: Gunmen attacked a hostel housing prison staff in Ichra area, Punjab province, Pakistan. Nine prison staff members from Khyber Pakhtunkhwa province died and nine others suffered injuries in the attack. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack, stating that they sought revenge for the mistreatment and torture of prisoners by staff in Khyber Pakhtunkhwa.",1,0,2,Armed Assault,6,6,Explosives,AK-47 assault rifles and pistols were used in the attack.,9,9
201207120007,2012,7,0,228,Yemen,10,Middle East & North Africa,Jibla,"07/12/2012: An assailant threatened to attack the Awra Mosque in Jibla town, Ibb governorate, Yemen. Police arrested him near the mosque and found hand grenades in his possession. The police had been alerted to the plot after the assailant issued threats to the mosque. No group claimed responsibility for the incident.",0,0,3,Bombing/Explosion,1,6,Explosives,Several explosive devices were used in the attack.,0,0
201207140004,2012,7,0,200,Syria,10,Middle East & North Africa,Muhradah,"07/14/2012: A suicide bomber detonated an explosives-laden vehicle targeting a military security headquarters in Muradah town, Hama governorate, Syria. In addition to the assailant, four people were killed in the blast. No group claimed responsibility for the attack.",1,1,3,Bombing/Explosion,1,6,Explosives,An explosive device hidden under onions was used in the attack.,5,0
201207160001,2012,7,0,153,Pakistan,6,South Asia,Bannu,"07/16/2012: Two assailants wearing burqas attacked a police arsenal in Bannu city, Khyber Pakhtunkhwa province, Pakistan. Three police officers were wounded and seven guards abducted in the attack. Both of the assailants died, and all seven hostages were safely rescued. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",1,1,5,Hostage Taking (Barricade Incident),2,6,Explosives,Four grenades were used in the attack.,2,3
201207170023,2012,7,0,147,Nigeria,11,Sub-Saharan Africa,Kaduna,"07/15/2012: Gunmen attacked the home of Afaka district leader in Kaduna city, Kaduna state, Nigeria. Members of the local community were injured when they stopped the gunmen from firing on the tribal leader's home. No group claimed responsibility for the attack.",0,0,1,Assassination,3,6,Explosives,An explosive device concealed inside an empty Bobo juice container was used in the attack.,0,0
201207180001,2012,7,0,32,Bulgaria,9,Eastern Europe,Burgas,"07/18/2012: A suicide bomber detonated an explosive device on a bus of Israeli tourists in Burgas city, Burgas oblast, Bulgaria. At least six of the passengers died and 30 were injured in the attack. No group claimed responsibility; however, sources attributed the attack to Hezbollah.",1,1,3,Bombing/Explosion,1,6,Explosives,An explosive device concealed inside a backpack was used in the attack.,7,30
201207180013,2012,7,0,205,Thailand,5,Southeast Asia,Rueso,"07/17/2012: Assailants fired on a military outpost and nearby homes simultaneously in Ruseo village, Narathiwat province, Thailand. The attack, carried out by about 25 assailants, killed two civilians and one soldier and wounded five more people. No group claimed responsibility for the incident.",1,0,2,Armed Assault,25,5,Firearms,Multiple AK-47 and M-16 assault rifles were used in the attack.,5,5
201207190014,2012,7,0,228,Yemen,10,Middle East & North Africa,Aden,"07/19/2012: An assailant threw two explosive devices at administration headquarters in Aden city, Adan governorate, Yemen. The first device fell into the complex, but the second device hit an exterior wall and bounced back, injuring the attacker. No group claimed responsibility for the incident.",1,0,3,Bombing/Explosion,1,6,Explosives,Two thrown explosive devices were used in the attack.,0,1
201207200016,2012,7,0,228,Yemen,10,Middle East & North Africa,Dali,"07/20/2012: Assailants fired rocket-propelled grenades at a local council building in Ad Dali town, Ad Dali governorate, Yemen. Three police officers were injured in the attack. No group claimed responsibility for the incident, but sources attributed it to secessionists.",1,0,2,Armed Assault,8,6,Explosives,Rocket-propelled grenades were used in the attack.,0,3
201207220016,2012,7,0,92,India,6,South Asia,Telibagh,"07/23/2012: Assailants detonated eight explosive devices at buildings in Telibagh village, Jharkhand state, India. The buildings were to be part of a security forces complex but were under construction at the time of the blasts. Two workers, who were asleep in the building, were killed and seven others injured during the attack. The Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident in pamphlets left at the scene, stating that they had carried it out in retribution for the government's seizure of land.",1,0,3,Bombing/Explosion,80,6,Explosives,"Nine remote-triggered mines, eight of which successfully detonated, weighing 50 kilograms each were used in the attack.",2,7
201207230054,2012,7,0,141,Nepal,6,South Asia,Sunsari district,"07/23/2012: Assailants set a Delhi Public School bus on fire in Sunsari district, Eastern region, Nepal. No injuries were reported, as the 65 students on the bus managed to escape. The All Nepal National Free Student Union: Revolutionary claimed responsibility for the incident, stating that the attack was intended to pressure the government into changing the 'foreign names' of colleges and reducing tuition fees.",1,0,7,Facility/Infrastructure Attack,15,8,Incendiary,Petrol was used in the attack.,0,0
201207270001,2012,7,0,228,Yemen,10,Middle East & North Africa,Aden,"07/27/2012: Three assailants planted two explosive devices and opened fire near a hotel in Al-Mualla district, Aden city, Adan governorate, Yemen. There were no reported casualties, as bomb disposal experts successfully defused the devices after the hotel's owner reported their presence to the authorities. No group claimed responsibility for the incident.",0,0,3,Bombing/Explosion,3,6,Explosives,"Two packs of TNT, hidden inside two suitcases, were used in the attack.",0,0
201207280017,2012,7,0,95,Iraq,10,Middle East & North Africa,Ramadi,"07/28/2012: An assailant wearing a suicide belt was arrested before detonating it near a post office in Ramadi city, Al Anbar governorate, Iraq. No casualties were reported. No group claimed responsibility for the incident.",0,1,3,Bombing/Explosion,1,6,Explosives,An explosive belt was used in the attack.,0,0
201207290034,2012,7,0,182,Somalia,11,Sub-Saharan Africa,Unknown,"07/29/2012: Gunmen ambushed an African Union Mission in Somalia (AMISOM) supply convoy between Badhadhe and Kolbio areas of the Lower Juba region, Somalia. Seventeen assailants were killed and two Kenyan soldiers injured in the exchange of gunfire. No group claimed responsibility for the incident; however, sources attributed it to Al-Shabaab.",1,0,2,Armed Assault,17,6,Explosives,A rocket-propelled grenade launcher and AK-47 assault rifles were used in the attack.,17,2
201208010012,2012,8,0,167,Russia,9,Eastern Europe,Makhachkala,"08/01/2012: An assailant threw a suspected explosive device at the interior ministry in Makhachkala city, Dagestan republic, Russia. The device did not detonate, and subsequent analysis revealed that the device was fake. No group claimed responsibility for the attack; however, the suspect who threw the device was arrested.",0,0,3,Bombing/Explosion,1,6,Explosives,A thrown explosive device was used in the attack.,0,0
201208060003,2012,8,0,167,Russia,9,Eastern Europe,Grozny,"08/06/2012: Two suicide bombers detonated their explosive devices near Interior Troops soldiers outside of Voyentorg department store on Baysangurov Street in Grozny city, Chechnya region, Russia. In addition to the bombers, three people were killed and three injured in this attack. No group claimed responsibility for this incident.",1,1,3,Bombing/Explosion,2,6,Explosives,Two shakhid belts were used in the attack.,5,3
201208070001,2012,8,0,4,Afghanistan,6,South Asia,Paghmam,"08/07/2012: A minibus struck a roadside bomb in Paghman town, Paghman district, Kabul province, Afghanistan. The blast killed eight people and wounded five others. No group claimed responsibility for this attack; however, police sources attributed it to the Taliban.",1,0,3,Bombing/Explosion,1,6,Explosives,A remote-controlled mine was used in the attack.,8,5
201208080008,2012,8,0,147,Nigeria,11,Sub-Saharan Africa,Unknown,"08/08/2012: An explosive device in a black bag was given to a guard at the premises of a People's Democratic Party (PDP) local headquarters in Sokoto state, Nigeria. The explosive device was safely defused. No group claimed responsibility for this incident.",0,0,3,Bombing/Explosion,1,6,Explosives,An explosive device hidden in a black bag was used in the attack.,0,0
201208090024,2012,8,0,45,Colombia,3,South America,Tulua,"08/09/2012: Two explosive devices hidden in gas cylinders detonated near the Paez Power Station in Tulua town, Valle del Cauca department, Colombia. There were no reported injuries, but the blast caused the pylon to collapse, which suspended the power supply. No group claimed responsibility for this incident.",1,0,3,Bombing/Explosion,2,6,Explosives,Two cars carrying explosive devices placed in gas cylinders were used in the attack.,0,0
