eventid,year,imonth,iday,extended,country,country_txt,region,region_txt,city,latitude,longitude,summary,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,target1,natlty1,natlty1_txt,nperps,weaptype1,weaptype1_txt,weapdetail,nkill,nwound
201510290004,2015,10,29,0,92,India,6,South Asia,Gumda,18.924007,81.422404,"10/29/2015: Assailants set fire to five vehicles in Gumda village, Dantewada district, Chhattisgarh state, India. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to the Communist Party of India - Maoist (CPI-Maoist).",1,0,7,Facility/Infrastructure Attack,1,Business,Railway Construction Vehicles,92,India,25,8,Incendiary,Petrol was used in the attack.,0,0
201510300052,2015,10,30,0,141,Nepal,6,South Asia,Lalitpur,27.541967,85.334297,"10/30/2015: Assailants attempted to open fire on Devendra Raj Kandel in Lalitpur, Central development region, Nepal. Kandel, a Nepali Congress Party (NC) district president, was not harmed as the assailants were apprehended just prior to the attack. No group claimed responsibility for the incident.",0,0,1,Assassination,22,Violent Political Party,Nawalparasi District President: Devendra Raj Kandel,141,Nepal,2,5,Firearms,A homemade pistol was used in the attack.,0,0
201510310027,2015,10,31,0,19,Bangladesh,6,South Asia,Dhaka,23.791275,90.418205,"10/31/2015: Assailants armed with machetes and firearms attacked Shuddhaswar publishing house in Lalmatia neighborhood, Dhaka city, Dhaka division, Bangladesh. Ahmedur Rashid Tutul, a publisher, and two bloggers, were injured in the assault. This was one of two similar incidents targeting secular publishers and writers in Dhaka on this day. Al-Qa'ida in the Indian Subcontinent claimed responsibility for the incidents and stated that the attacks were carried out in retaliation to published books that criticized and mocked Islam. Ansarullah Bangla Team separately claimed responsibility for the incidents.",0,0,1,Assassination,14,Private Citizens & Property,Publisher: Ahmedur Rashid Tutul,19,Bangladesh,3,5,Firearms,Machetes and a gun were used in the attack.,0,3
201511010010,2015,11,1,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"11/01/2015: An explosives-laden vehicle targeting the front gates of the Hotel Sahafi detonated in Wadajir area, Mogadishu city, Banaadir region, Somalia. The bombing was followed by a second explosion and an attack by several assailants on the hotel. Twenty-one people, including six assailants, civilians, government officials, members of parliament, one journalist, and one former Somali military commander were killed and at least 24 people were injured in the blasts and ensuing clash. Al-Shabaab claimed responsibility for the incident and stated that the Sahafi hotel was targeted because ""apostates and invading Christians"" were residing at the hotel.",1,1,3,Bombing/Explosion,1,Business,Hotel,182,Somalia,7,6,Explosives,"Two explosives-laden vehicles, a remote-detonated explosive device, grenades, and AK-47s were used in the attack.",21,24
201511020058,2015,11,2,0,92,India,6,South Asia,Yairipok Bishnunaha,24.644924,93.99929,"11/02/2015: An explosive device planted on a motorcycle detonated prematurely near the residence of Keisham Meghachandra Singh in Yairipok Bishnunaha village, Thoubal district, Manipur state, India. Singh, a Member of the Legislative Assembly (MLA), was unharmed; however, two assailants were killed in the blast. No group claimed responsibility for the incident; however, sources identified the attackers as Md Daulat and Nameirakpam Boboi.",1,0,3,Bombing/Explosion,2,Government (General),Residence of Member of Legislative Assembly (MLA): Keisham Meghachandra Singh,92,India,2,6,Explosives,An explosives-laden Pleasure moped was used in the attack,2,0
201511050011,2015,11,5,0,4,Afghanistan,6,South Asia,Sher Beg,36.2182,65.459403,"11/05/2015: Assailants attacked an unknown number of Afghan National Army (ANA) and police checkposts in Sher Beg area, Qushtepa district, Jawzjan province, Afghanistan. One ANA soldier, one police officer, and seven assailants were killed while one police officer and four civilians were wounded in the ensuing clash. The Taliban claimed responsibility for the attack.",1,0,2,Armed Assault,4,Military,Checkposts,4,Afghanistan,7,6,Explosives,Shells and firearms were used in the attack.,9,5
201511070043,2015,11,7,0,92,India,6,South Asia,Dumduma,27.567739,95.557243,"11/07/2015: Two assailants threw explosive devices near a polling station in Dumduma city, Assam state, India. There were no reported casualties in the blast. No group claimed responsibility for the incident.",1,0,3,Bombing/Explosion,20,Unknown,Unknown,92,India,2,6,Explosives,Handmade crackers were used in the attack.,0,0
201511090051,2015,11,9,0,153,Pakistan,6,South Asia,Karachi,24.891115,67.143311,"11/09/2015: Assailants opened fire on Haider Ali in Azizabad neighborhood, Karachi, Sindh province, Pakistan. Ali, an Askari Imambargah employee, was killed in the assault. No group claimed responsibility for the attack.",1,0,2,Armed Assault,15,Religious Figures/Institutions,Employee: Haider Ali,153,Pakistan,2,5,Firearms,A 9-mm pistol was used in the attack.,1,0
201511100046,2015,11,10,0,19,Bangladesh,6,South Asia,Dhaka,23.791275,90.418205,"11/10/2015: An assailant armed with a machete attacked a military police officer at a checkpost in Dhaka city, Dhaka division, Bangladesh. The officer was injured and the assailant was arrested in the attack. No group claimed responsibility for the incident.",1,0,2,Armed Assault,4,Military,Checkpoint,19,Bangladesh,1,9,Melee,A machete was used in the attack.,0,1
201511110037,2015,11,11,0,4,Afghanistan,6,South Asia,Sarobi district,32.771313,69.07318,"11/11/2015: Two suicide bombers in an explosives-laden vehicle attempted to attack the district governor's office in Sarobi district, Paktika province, Afghanistan. The vehicle detonated after police officers opened fire on it, killing both assailants and injuring a police officer. The Taliban claimed responsibility for the incident.",1,1,3,Bombing/Explosion,2,Government (General),Office of District Governor,4,Afghanistan,2,6,Explosives,An explosives-laden Surf vehicle was used in the attack.,2,1
201511120061,2015,11,12,0,19,Bangladesh,6,South Asia,Hatikhana,25.782954,88.898267,"11/12/2015: Assailants stabbed Md Hasnayen at a shrine in Hatikhana area, Saidpur municipality, Rangpur division, Bangladesh. Hasnayen, a shrine caretaker, was injured in the assault. No group claimed responsibility for the attack.",1,0,2,Armed Assault,15,Religious Figures/Institutions,Caretaker of Shrine: Md Hasnayen,19,Bangladesh,3,9,Melee,Knives were used in the attack.,0,1
201511140001,2015,11,14,0,153,Pakistan,6,South Asia,Karachi,24.891115,67.143311,"11/14/2015: Assailants opened fire on a Pakistani Police checkpost in Karachi city, Sindh province, Pakistan. At least one officer was killed and another was injured in the assault. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",1,0,2,Armed Assault,3,Police,Checkpost,153,Pakistan,4,5,Firearms,A 9-mm pistol and 30-bore rifle were used in the attack.,1,1
201511160080,2015,11,16,0,167,Russia,9,Eastern Europe,Kurchaloy,43.199829,46.091738,"11/16/2015: Assailants set fire to a Sufi mausoleum in Kurchaloy village, Chechnya republic, Russia. There were no reported casualties in the attack. Four individuals were arrested and confessed to carrying out the attack.",1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,Sufi Mausoleum,167,Russia,4,8,Incendiary,Gasoline was used in the attack.,0,0
201511180014,2015,11,18,0,34,Burundi,11,Sub-Saharan Africa,Bujumbura,-3.375828,29.364107,"11/18/2015: An assailant detonated three explosive devices in Nyakabiga neighborhood, Bujumbura city, Bujumbura Mairie province, Burundi. The assailant was wounded in the ensuing clash. No group claimed responsibility for the attack.",1,0,3,Bombing/Explosion,20,Unknown,Unknown,34,Burundi,1,6,Explosives,Three grenades were used in the attack.,0,1
201511180044,2015,11,18,0,4,Afghanistan,6,South Asia,Yamgan district,36.452733,70.798311,"11/18/2015: Assailants attacked the district center of Yamgan district, Badakhshan province, Afghanistan. An intelligence official, three soldiers, and seven assailants were killed and five assailants were injured in the ensuing clash. The Taliban claimed responsibility for the incident.",1,0,2,Armed Assault,14,Private Citizens & Property,District,4,Afghanistan,15,6,Explosives,Military tanks and heavy weapons were used in the attack.,11,5
201511190038,2015,11,19,0,92,India,6,South Asia,Bastar district,25.253536,81.999867,"11/19/2015: Police forces detained four assailants as they attempted to plant explosive devices in Bastar district, Uttar Pradesh state, India. Maoists claimed responsibility for the incident.",0,0,3,Bombing/Explosion,4,Military,Soldiers,92,India,4,6,Explosives,Low intensity explosive devices were used in the attack.,0,0
201511190055,2015,11,19,0,107,Kyrgyzstan,7,Central Asia,Bishkek,42.872324,74.585796,"11/19/2015: Assailants opened fire on Aktilek Abduvaliyev in Bishkek, Kyrgyzstan. Abduvaliyev, a police officer, was killed in the attack. No group claimed responsibility for the incident; however, authorities attributed the attack to Muslim fundamentalists.",1,0,2,Armed Assault,3,Police,Officer: Aktilek Abduvaliyev,107,Kyrgyzstan,2,5,Firearms,A 9-mm Makarov pistol was used in the attack.,1,0
201511200001,2015,11,20,0,123,Mali,11,Sub-Saharan Africa,Bamako,12.635498,-8.030959,"11/20/2015: Two assailants opened fire on the Radisson Blu Hotel in Bamako city, Bamako region, Mali. In addition to the two assailants, 20 people, including a United States citizen, were killed, two people were injured, and 170 people were taken hostage in the attack. The hostages, including six United States citizens, were rescued the same day. Al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood) and Movement for Oneness and Jihad in West Africa (MUJAO), two groups that reportedly merged into Al-Mourabitoun, claimed responsibility and stated that the attack was carried out in retaliation for alleged ""government aggression"" in North Mali and demanded the release of detainees being held in France. Additionally, Al-Qaida in the Islamic Maghreb (AQIM) and the Macina Liberation Front separately claimed responsibility for the incident.",1,0,5,Hostage Taking (Barricade Incident),1,Business,Hotel,123,Mali,2,5,Firearms,Kalashnikov assault rifles were used in the attack.,22,2
201511200002,2015,11,19,0,4,Afghanistan,6,South Asia,Arghandab district,31.651445,65.64992,"11/19/2015: A suicide bomber detonated an explosives-laden vehicle and four other assailants attacked a government complex in Arghandab district, Kandahar province, Afghanistan. Six people, including a soldier and the five assailants, were killed and three soldiers were injured in the attack. The Taliban claimed responsibility for the incident.",1,1,3,Bombing/Explosion,2,Government (General),Headquarters,4,Afghanistan,5,6,Explosives,"An explosives-laden truck, four explosives-laden vests, and firearms were used in the attack.",6,3
201511220043,2015,11,22,0,19,Bangladesh,6,South Asia,Rajshahi,24.36878,88.640319,"11/22/2015: Assailants attacked Khalid Hasan Biplob, the Bangladesh Chhatra League (BCL) general secretary of Rajshahi University, in Rajshahi district, Rajshahi division, Bangladesh. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Jamaat-E-Islami (Bangladesh).",0,0,1,Assassination,22,Violent Political Party,Rajshahi University (RU) Unit General Secretary: Khalid Hasan Biplob,19,Bangladesh,20,6,Explosives,A crude bomb and brick chips were used in the attack.,0,0
201511230034,2015,11,23,0,92,India,6,South Asia,Dharuakhaman,20.883056,83.336111,"11/23/2015: Assailant abducted Alekh Majhi from Dharuakhaman village, Odisha state, India. Majhi, a village head, was killed shortly after the kidnapping. Maoists claimed responsibility for the incident and stated that they believed Alekh Majhi was a police informant.",1,0,1,Assassination,2,Government (General),Village Head: Alekh Majhi,92,India,10,5,Firearms,Firearms and rope were used in the attack.,1,0
201511230072,2015,11,23,0,101,Japan,4,East Asia,Tokyo,35.689125,139.747742,"11/23/2015: An explosive device detonated at the Yasukuni shrine in Tokyo, Japan. No one was injured in the blast. A South Korean national identified as Chon Chang Han was arrested and confessed to carrying out the attack.",1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,Shrine,101,Japan,1,6,Explosives,Four timer-detonated 20x3-centimeter bundled pipes filled with gunpowder were used in the attack.,0,0
201511240030,2015,11,24,0,92,India,6,South Asia,Kanker district,20.199012,81.075466,"11/24/2015: Assailants set fire to 30 mining vehicles and machines at the Hahaladdi iron ore mine in Kanker district, Chhattisgarh state, India. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists.",1,0,7,Facility/Infrastructure Attack,1,Business,Mining Vehicles,92,India,150,8,Incendiary,Diesel was used in the attack.,0,0
201511240054,2015,11,24,0,19,Bangladesh,6,South Asia,Ramkrishna Palli,23.602384,89.836553,"11/24/2015: Two assailants stabbed Alok Sen in front of his home in Ramkrishna Palli, Dhaka division, Bangladesh. Sen, the Bangladesh Hindu-Buddhist-Christian United Council general secretary, was wounded in the attack. No group claimed responsibility for the incident.",0,0,1,Assassination,12,NGO,General Secretary of Faridpur Unit: Alok Sen,19,Bangladesh,2,9,Melee,A machete was used in the attack.,0,1
201511260004,2015,11,25,0,92,India,6,South Asia,Tangdhar,34.399607,73.862631,"11/25/2015: Three assailants attacked a military camp in Tanghdar town, Jammu and Kashmir state, India. All three assailants and a Military Engineer Services (MES) employee were killed and two soldiers were injured in the ensuing clash. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.",1,1,3,Bombing/Explosion,4,Military,Camp,92,India,3,6,Explosives,"A 40-mm under-barrel grenade launcher, grenades, planted explosive devices, and AK-47 assault rifles were used in the attack.",4,2
201511260025,2015,11,26,0,4,Afghanistan,6,South Asia,Paghman district,34.591139,68.95694,"11/26/2015: Security forces discovered and defused an explosive device planted under a bridge in Paghman district, Kabul province, Afghanistan. Authorities arrested four assailants who confessed to being members of the Khorasan Chapter of the Islamic State.",0,0,3,Bombing/Explosion,3,Police,Vehicle of Police Commander: Sher Agha,4,Afghanistan,4,6,Explosives,A homemade explosive device contained in a jerry can was used in the attack.,0,0
201511260057,2015,11,26,0,107,Kyrgyzstan,7,Central Asia,Bishkek,42.816259,74.63668,"11/26/2015: Assailants stabbed Kadyr Malikov in the 12th Microdistrict of Bishkek, Kyrgyzstan. Malikov, a renowned theologian and vocal opponent of extremism, was injured in the assault. No group claimed responsibility for the incident; however, sources attributed the attack to Jihadi-Inspired extremists.",1,0,2,Armed Assault,15,Religious Figures/Institutions,Theologian: Kadyr Malikov,107,Kyrgyzstan,2,9,Melee,A knife and a taser were used in the attack.,0,1
201511270003,2015,11,27,0,4,Afghanistan,6,South Asia,Unknown,35.802706,69.287895,"11/27/2015: A suicide bomber attempted to detonate an explosives-laden vest next to a police checkpoint in Baghlan province, Afghanistan. Authorities detained the assailant before he could detonate. No group claimed responsibility for the incident.",0,1,3,Bombing/Explosion,3,Police,Checkpoint,4,Afghanistan,1,6,Explosives,An explosives-laden vest was used in the attack.,0,0
201511270029,2015,11,27,0,147,Nigeria,11,Sub-Saharan Africa,Dakasoye,12.002179,8.591956,"11/27/2015: A suicide bomber detonated an explosive device targeting a Shia procession in Dakasoye, Kano state, Nigeria. In addition to the assailant, at least 21 people were killed and 38 people were injured in the blast. A second assailant was identified and arrested before he could detonate his explosives. Boko Haram claimed responsibility for the incident and stated that the attack was part of a larger campaign targeting members of the Shia community.",1,1,3,Bombing/Explosion,14,Private Citizens & Property,Shia Procession,147,Nigeria,2,6,Explosives,An explosives-laden belt was used in the attack.,22,38
201511280003,2015,11,28,0,4,Afghanistan,6,South Asia,Kabul,34.516895,69.147011,"11/28/2015: A suicide bomber detonated an explosives-laden vest targeting the vehicle of Rahman Rodwal, an Independent Election Commission (IEC) of Afghanistan provincial director, in Shahrak-e-Telayee neighborhood, Kabul city, Kabul province, Afghanistan. In addition to the suicide bomber, the driver was killed and two people were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,1,3,Bombing/Explosion,2,Government (General),Vehicle of Provincial Director: Rahman Rodwal,4,Afghanistan,1,6,Explosives,An explosives-laden vest was used in the attack.,2,2
201511280035,2015,11,28,0,153,Pakistan,6,South Asia,Sra Mena,34.700291,71.545143,"11/28/2015: An explosive device detonated near Defunct Peace Committee members in Sra Mena, Federally Administered Tribal Areas, Pakistan. At least two members were killed in the blast. No group claimed responsibility for the attack.",1,0,1,Assassination,17,Terrorists/Non-State Militia,"Members: Malik Hazrat Noor, Muhammad Gul",153,Pakistan,2,6,Explosives,A roadside bomb was used in the attack.,2,0
201512010002,2015,12,1,0,153,Pakistan,6,South Asia,Karachi,24.891115,67.143311,"12/01/2015: Assailants opened fire on a Pakistan Army Military Police (MP) vehicle on M.A. Jinnah Road in Karachi, Sindh province, Pakistan. At least two soldiers were killed in the assault. Lashkar-e-Jhangvi claimed responsibility and stated that the attack was carried out in response to the deaths of group members. Separately, the Khorasan Chapter of the Islamic State also claimed responsibility for the incident.",1,0,2,Armed Assault,4,Military,Military Police (MP) Vehicle,153,Pakistan,2,5,Firearms,A 9-mm pistol was used in the attack.,2,0
201512030049,2015,12,3,0,203,Tanzania,11,Sub-Saharan Africa,Zanzibar,-6.187404,39.223652,"12/03/2015: Assailants stormed Hits FM radio station and set it on fire in Zanzibar city, Zanzibar region, Tanzania. No one was injured, but the station was damaged in the attack. No group claimed responsibility for the incident.",1,0,7,Facility/Infrastructure Attack,10,Journalists & Media,Radio Station,203,Tanzania,15,8,Incendiary,Petrol was used in the attack.,0,0
201512040024,2015,12,4,0,34,Burundi,11,Sub-Saharan Africa,Bujumbura,-3.375828,29.364107,"12/04/2015: Assailants dressed in police uniforms fired a grenade on the Bujumbura police chief's vehicle in Bujumbura city, Bujumbura Mairie province, Burundi. Christophe Manirambona, the Bujumbura police chief, escaped unharmed; however, three of the assailants were killed in the ensuing clash. No group claimed responsibility for the attack.",0,0,1,Assassination,3,Police,Vehicle of General: Christophe Manirambona,34,Burundi,6,6,Explosives,Rocket-propelled grenades (RPGs) and rifles were used in the attack.,3,0
201512060031,2015,12,6,0,4,Afghanistan,6,South Asia,Puli Alam,34.021194,68.999535,"12/06/2015: A suicide bomber detonated an explosives-laden bicycle near the Kabul bank in Puli Alam area, Logar province, Afghanistan. The assailant and a police officer were injured in the attack. The Taliban claimed responsibility for the incident.",1,1,3,Bombing/Explosion,3,Police,Officers,4,Afghanistan,1,6,Explosives,An explosives-laden bicycle was used in the attack.,0,2
201512060039,2015,12,6,0,44,China,4,East Asia,Ejin Horo,39.564696,109.747881,"12/06/2015: Approximately 100 assailants attacked a police checkpoint with clubs and tear gas in Ejin Horo area, Inner Mongolia province, China. At least 13 people were wounded in the attack and 11 vehicles were destroyed. No group claimed responsibility for the incident.",1,0,8,Unarmed Assault,3,Police,Checkpoint,44,China,100,8,Incendiary,"Clubs, tear gas, and fire was used in the attack.",0,13
201512070012,2015,12,7,0,4,Afghanistan,6,South Asia,Surkh Rod district,34.405834,70.360074,"12/07/2015: An suicide bomber detonated an explosives-laden vehicle in a market near the governor's compound in Surkh Rod district, Nangarhar province, Afghanistan. The suicide bomber was killed and 22 people were injured in the blast; the victims included civilians and police officers. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,1,3,Bombing/Explosion,14,Private Citizens & Property,Market,4,Afghanistan,1,6,Explosives,An explosive-laden truck was used in the attack.,1,22
201512070024,2015,12,7,0,4,Afghanistan,6,South Asia,Kandahar,31.631083,65.742226,"12/07/2015: Three assailants attacked a police station Breshna Kot area, Kandahar city, Kandahar province, Afghanistan. Two assailants were killed and two police officers were injured in the ensuing clash. The Taliban claimed responsibility for the incident.",1,0,3,Bombing/Explosion,3,Police,Police Station,4,Afghanistan,3,6,Explosives,Kalashnikov assault rifles and hand grenades were used in the attack.,2,2
201512090017,2015,12,9,0,34,Burundi,11,Sub-Saharan Africa,Bujumbura,-3.375828,29.364107,"12/09/2015: Assailants threw grenades at a Burundi National Police patrol in Cibitoke neighborhood, Bujumbura, Burundi. The five assailants were killed while two police officers were wounded in the attack. No group claimed responsibility for the attack.",1,0,3,Bombing/Explosion,3,Police,Patrol,34,Burundi,5,6,Explosives,Three grenades were used in the attack.,5,2
201512100029,2015,12,10,0,19,Bangladesh,6,South Asia,Dinajpur district,25.751844,88.710896,"12/10/2015: Three assailants detonated explosives and opened fire on people at the International Society for Krishna Consciousness (ISKCON) temple in Dinajpur district, Rangpur division, Bangladesh. At least two people were injured in the attack. Shariful Islam, a member of Jama'atul Mujahideen Bangladesh (JMB), was arrested and confessed to carrying out the incident.",1,0,2,Armed Assault,15,Religious Figures/Institutions,International Society for Krishna Consciousness (ISKCON) Temple,19,Bangladesh,3,6,Explosives,Thrown homemade explosive devices and firearms were used in the attack.,0,2
201512110060,2015,12,11,0,19,Bangladesh,6,South Asia,Noakhali district,22.520529,91.135302,"12/11/2015: Assailants threw incendiary devices and opened fire at an election meeting of the Bangladesh Nationalist Party (BNP) in Noakhali district, Chittagong division, Bangladesh. Four people were injured in the attack. No group claimed responsibility for the incident.",1,0,2,Armed Assault,22,Violent Political Party,Election Meeting,19,Bangladesh,7,5,Firearms,Shotguns and Molotov cocktails were used in the attack.,0,4
201512130045,2015,12,13,0,92,India,6,South Asia,Bolpur,23.668412,87.682456,"12/13/2015: Assailants threw explosive devices at the vehicle of Nemai Das in Bolpur village, West Bengal State, India. Das, a Trinamool leader, was unharmed in the attack. No group claimed responsibility for the incident.",0,0,1,Assassination,14,Private Citizens & Property,Leader: Nemai Das,92,India,3,6,Explosives,Crude explosive devices were used in the attack.,0,0
201512140004,2015,12,14,0,37,Cameroon,11,Sub-Saharan Africa,Kolofata,11.162543,14.013976,"12/14/2015: Security forces identified two suicide bombers at a mosque in Kolofata chiefdom, Extreme-North region, Cameroon. The bombers detonated prematurely killing themselves, but there were no other reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",1,1,3,Bombing/Explosion,15,Religious Figures/Institutions,Mosque,37,Cameroon,2,6,Explosives,Two explosives-laden belts were used in the attack.,2,0
201512160012,2015,12,16,0,147,Nigeria,11,Sub-Saharan Africa,Mafa,11.925337,13.600326,"12/16/2015: Security forces stopped four female suicide bombers at a Civilian Joint Task Force (CJTF) checkpoint in Mafa, Borno, Nigeria. One assailant detonated and the other three were shot and killed. In addition to the assailants, one person was killed and four people were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",1,1,3,Bombing/Explosion,17,Terrorists/Non-State Militia,Checkpoint,147,Nigeria,4,6,Explosives,Explosives-laden vests were used in the attack.,5,4
201512160028,2015,12,16,0,141,Nepal,6,South Asia,Bhaisepati,27.649332,85.305866,"12/16/2015: Assailants threw a petrol bomb at a Dish Home office in Bhaisepati city, Central region, Nepal. The assailants briefly held the security guards hostage. No casualties were reported, but the office's transmitting unit was damaged in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Communist Party of Nepal - Maoist (CPN-Maoist-Chand).",1,0,5,Hostage Taking (Barricade Incident),1,Business,Control Unit Office,141,Nepal,6,8,Incendiary,Petrol and a petrol bomb were used in the attack.,0,0
201512190034,2015,12,19,0,153,Pakistan,6,South Asia,Tarayza,32.969712,70.159273,"12/19/2015: An explosive device detonated near a Pakistan Army convoy in Tarayza subdistrict, Federally Administered Tribal Areas, Pakistan. Following the blast, assailants then opened fire on the convoy. At least three assailants were killed and one soldier was injured in attack. No group claimed responsibility for the incident.",1,0,3,Bombing/Explosion,4,Military,Convoy,153,Pakistan,3,6,Explosives,A roadside remote triggered explosive device was used in the attack.,3,1
201512190039,2015,12,19,0,4,Afghanistan,6,South Asia,Puli Khumri,35.947552,68.710327,"12/19/2015: Security forces detained a suicide bomber attempting to carry out an attack in Puli Khumri city, Baghlan province, Afghanistan. No group claimed responsibility for the incident.",0,1,3,Bombing/Explosion,14,Private Citizens & Property,City,4,Afghanistan,1,6,Explosives,An explosives-laden vest was used in the attack.,0,0
201512200017,2015,12,20,0,92,India,6,South Asia,Chipakur,18.679257,82.257128,"12/20/2015: Assailants torched an under-construction telecommunications tower in Chipakur village, Odisha state, India. There were no reported casualties, but the tower was damaged in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists.",1,0,7,Facility/Infrastructure Attack,16,Telecommunication,Cell Phone Tower,92,India,20,8,Incendiary,Kerosene and firewood were used in the attack.,0,0
201512210001,2015,12,21,0,4,Afghanistan,6,South Asia,Bagram,34.944102,69.273052,"12/21/2015: A suicide bomber detonated an explosives-laden motorcycle targeting a North Atlantic Treaty Organization (NATO) patrol near Bagram Airbase, Parwan province, Afghanistan. In addition to the bomber, six United States NATO soldiers were killed and three soldiers were injured in the blast. The Taliban claimed responsibility for the incident.",1,1,3,Bombing/Explosion,4,Military,Patrol,422,International,1,6,Explosives,An explosives-laden motorcycle was used in the attack.,7,3
201512210026,2015,12,21,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"12/21/2015: Assailants shot and killed Abdullahi Mumin, a central bank official, in Nasteho area, Wadajir neighborhood, Mogadishu city, Banaadir region, Somalia. Al-Shabaab claimed responsibility for the incident.",1,0,2,Armed Assault,2,Government (General),Employee: Abdullahi Mumin,182,Somalia,2,5,Firearms,Pistols were used in the attack.,1,0
201512240017,2015,12,24,0,147,Nigeria,11,Sub-Saharan Africa,Maiduguri,11.840929,13.141459,"12/24/2015: Security forces stopped five assailants carrying explosives in food containers at the Medinatu Mosque in Maiduguri, Borno, Nigeria. The assailants were arrested and the explosives were defused. No group claimed responsibility for the incident; however, sources attributed the unsuccessful attack to Boko Haram.",0,0,3,Bombing/Explosion,15,Religious Figures/Institutions,Mosque,147,Nigeria,5,6,Explosives,Explosives-laden food flasks were used in the attack.,0,0
201512240032,2015,12,24,0,92,India,6,South Asia,Ramgarh,23.633224,85.514874,"12/24/2015: Assailants detonated explosive devices and set fire to an electric transformer in Ramgarh, Jharkhand, India. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to the Trititya Prastuti Committee, a subgroup of the Communist Party of India - Maoist (CPI-Maoist).",1,0,3,Bombing/Explosion,1,Business,Electricity Transformer,92,India,24,6,Explosives,Country-made dynamite and fire were used in the attack.,0,0
201512250001,2015,12,25,0,19,Bangladesh,6,South Asia,Bagmara,24.596961,88.831102,"12/25/2015: A suicide bomber detonated an explosives-laden belt at an Ahmadi Muslim mosque in Bagmara Upazila, Rajshahi division, Bangladesh. The bomber was killed and three people were injured in the blast. The Islamic State in Bangladesh claimed responsibility for the incident. Additionally, sources attributed the attack to Jama'atul Mujahideen Bangladesh (JMB).",1,1,3,Bombing/Explosion,15,Religious Figures/Institutions,Ahmadi Mosque,19,Bangladesh,1,6,Explosives,An explosives-laden belt was used in the attack.,1,3
201512250021,2015,12,25,0,92,India,6,South Asia,Badapadar,20.225002,85.418406,"12/25/2015: Assailants attacked Jayaram Khara at his residence in Badapadar, Odisha state, India. Khara, a village head, was killed in the attack. The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that Jayaram Khara was targeted because the group believed he was a police informant.",1,0,1,Assassination,2,Government (General),Village Head: Jayaram Khara,92,India,20,5,Firearms,"Light machine guns, AK-47s, a sharp object, a hammer, and sticks were used in the attack.",1,0
201512250022,2015,12,25,0,92,India,6,South Asia,Kudumulgumma Raba,18.343586,81.882528,"12/25/2015: Assailants attacked Sahdev Badanayak in Kudumulgumma Raba village, Odisha state, India. Badanayak, the a brother of a former village head, was killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Communist Party of India - Maoist (CPI-Maoist).",1,0,6,Hostage Taking (Kidnapping),2,Government (General),Brother of Former Village Head: Sahdev Badanayak,92,India,10,5,Firearms,"Light machine guns, AK-47s, and a sharp object were used in the attack.",1,0
201512260012,2015,12,26,0,104,Kenya,11,Sub-Saharan Africa,El Wak,2.809093,40.927444,"12/26/2015: An explosive device detonated as it was being planted in El Wak, Mandera county, Kenya. At least one assailant was killed and another was injured in the blast. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",1,0,3,Bombing/Explosion,20,Unknown,Unknown,104,Kenya,5,6,Explosives,A roadside landmine was used in the attack.,1,1
201512280036,2015,12,28,0,104,Kenya,11,Sub-Saharan Africa,Mandera,3.938715,41.844707,"12/28/2015: Security forces opened fire on an explosives-laden vehicle in Mandera town, Mandera county, Kenya. At least two assailants were killed and another person was injured in the attack. No group claimed responsibility; however, authorities attributed the incident to Al-Shabaab.",0,0,3,Bombing/Explosion,20,Unknown,Unknown,104,Kenya,2,6,Explosives,An explosives-laden Toyota Probox vehicle was used in the attack.,2,1
